#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
84,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Metro Boomin,Swae Lee,NAV,A Boogie Wit da Hoodie",4,140,"rap, melodic rap, trap, canadian hip hop, canadian trap","Hip Hop","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE / DELUXE EDITION)",2023-06-05,03:39,63,54,46,0,22,0,10,-8,C Major,4,2023-06-10,0by9UaVYUrKUz2TVAmK0Pg,"Republic Records",8B,,https://i.scdn.co/image/ab67616d0000485195f79828718c93ab2aea1e23
85,"Players","Coi Leray",79,105,"new jersey underground rap, trap queen","Hip Hop, R&B","Players",2022-11-30,02:19,95,52,3,0,62,10,0,-6,F#/G♭ Major,4,2023-03-18,6UN73IYd0hZxLi8wFPMQij,"Uptown / Republic Records",2B,,https://i.scdn.co/image/ab67616d000048515626453d29a0124dea22fb1b
86,"Baby Don't Hurt Me","David Guetta,Anne-Marie,Coi Leray",88,128,"big room, dance pop, edm, pop, pop dance, new jersey underground rap, trap queen","Electronic, Pop, Hip Hop, R&B","Baby Don't Hurt Me",2023-04-06,02:20,60,91,0,0,23,0,10,-3,G Major,4,2023-07-20,3BKD1PwArikchz2Zrlp1qi,"Parlophone UK",9B,https://p.scdn.co/mp3-preview/a8f2e176e17e0f6298b42ef8e96118318fdd2b89?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510b4ef75c3728599aa4104f7a
87,"DOGTOOTH","Tyler, The Creator",76,78,"hip hop, rap","Hip Hop","CALL ME IF YOU GET LOST: The Estate Sale",2023-03-31,02:41,71,65,51,0,80,30,20,-6,G#/A♭ Major,4,2023-04-01,6OfOzTitafSnsaunQLuNFw,"Columbia",4B,https://p.scdn.co/mp3-preview/5de4c8c30108bc114f9f38a28ac0832936a852bf?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851aa95a399fd30fbb4f6f59fca
88,"Mona Lisa (Spider-Man: Across the Spider-Verse)","Dominic Fike",74,111,"alternative pop rock, pov: indie","Rock, Pop","Mona Lisa (Spider-Man: Across the Spider-Verse)",2023-06-02,03:06,76,65,23,0,45,10,10,-8,C♯/D♭ Major,4,2023-06-17,37CoOXIsgF3NzbK1zHZetk,"Columbia",3B,https://p.scdn.co/mp3-preview/cea8b314f8b3777c6b87a45187b7b522d3911fde?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f4e6ed5d6b134635c45f8602
89,"Fast Car","Luke Combs",88,98,"contemporary country, country","Country","Gettin' Old",2023-03-24,04:25,71,60,19,0,67,0,10,-6,G#/A♭ Major,4,2023-07-20,1Lo0QY9cvc8sUB2vnIOxDT,"River House Artists/Columbia Nashville",4B,https://p.scdn.co/mp3-preview/1dc0426c95058783e0fe1d70c41583ca98317108?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ca650d3a95022e0490434ba1
90,"Snow On The Beach (feat. More Lana Del Rey)","Taylor Swift,Lana Del Rey",82,110,"pop, art pop","Pop","Midnights (The Til Dawn Edition)",2023-05-26,03:49,66,40,81,0,32,0,10,-11,F#/G♭ Minor,4,2023-05-27,4zmKGsrXjLmljb5fTaBTot,"Taylor Swift",11A,,https://i.scdn.co/image/ab67616d00004851fa747621a53c8e2cc436dee0
91,"3D (feat. Jack Harlow)","Jung Kook,Jack Harlow",88,108,"k-pop, deep underground hip hop, kentucky hip hop, pop rap, rap","Hip Hop, Pop","3D (feat. Jack Harlow)",2023-09-29,03:21,85,82,3,0,89,10,0,-3,C♯/D♭ Major,4,2023-09-29,6ehWdR7cGDXnT7aKEASJxE,"BIGHIT MUSIC",3B,https://p.scdn.co/mp3-preview/74f0838fd4469ac28b5fd6be753eb534e52b4810?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851409a2d7bd4b2238e4aaa7bf5
92,"Slime You Out (feat. SZA)","Drake,SZA",79,89,"canadian hip hop, canadian pop, hip hop, pop rap, rap, pop, r&b","Hip Hop, Pop, R&B","Slime You Out",2023-09-15,05:10,48,41,51,0,11,0,20,-9,F Minor,3,2023-09-16,3RaCGXCiiMufRPoexXxGkV,"OVO",4A,,https://i.scdn.co/image/ab67616d000048513b2df9103b8b1bad69ec4aa9
93,"Agora Hills","Doja Cat",93,123,"dance pop, pop","Pop","Scarlet",2023-09-22,04:25,75,67,23,0,39,10,10,-6,G#/A♭ Minor,4,2023-10-20,7dJYggqjKo71KI9sLzqCs8,"Kemosabe Records/RCA Records",1A,https://p.scdn.co/mp3-preview/7e7617d241cfc1542ec5300a1b07dad71f656ec6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485194203dd82d27b494c777d07c
94,"What It Is (Solo Version)","Doechii",85,172,"alternative r&b","R&B","What It Is (Versions)",2023-03-17,03:09,74,76,6,0,76,0,10,-6,C♯/D♭ Minor,4,2023-07-31,73RbfOTJIjHzi2pcVHjeHM,"Top Dawg Entertainment/Capitol Records",12A,,https://i.scdn.co/image/ab67616d000048512ee85751f6f503fa9a533eba
95,"exes","Tate McRae",89,137,"alt z, pop","Pop","exes",2023-11-17,02:39,84,57,15,0,55,0,10,-6,F Minor,4,2023-11-17,0HD8mbiPjp3o94X3EaZp0o,"RCA Records Label",4A,https://p.scdn.co/mp3-preview/b0b07957682ff76cb842ff145c545c192aac7263?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513abcdf926da7799a87d36406
96,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd,JENNIE,Lily-Rose Depp",97,88,"canadian contemporary r&b, canadian pop, pop, k-pop","R&B, Pop","The Idol Episode 4 (Music from the HBO Original Series)",2023-06-23,04:04,52,64,5,0,20,0,10,-6,G#/A♭ Major,4,2023-11-14,7CyPwkp0oE8Ro9Dd5CUDjW,"XO / Republic Records",4B,,https://i.scdn.co/image/ab67616d00004851b0dd6a5cd1dec96c4119c262
97,"QLONA","KAROL G,Peso Pluma",87,170,"reggaeton, reggaeton colombiano, trap latino, urbano latino, corridos tumbados, sad sierreno","Latin","MAÑANA SERÁ BONITO (BICHOTA SEASON)",2023-08-11,02:52,84,76,53,0,42,30,0,-7,G Minor,4,2023-09-01,3XB5uhhlYSnkxpSihkNQwh,"Bichota/Interscope Records",6A,,https://i.scdn.co/image/ab67616d000048514a8c1bbd60d89887c5016245
98,"LOVE AGAIN","The Kid LAROI",74,107,"australian hip hop","Hip Hop","LOVE AGAIN",2023-01-27,02:26,66,40,72,0,47,0,10,-7,B Minor,4,2023-11-30,4sx6NRwL6Ol3V6m9exwGlQ,"Columbia",10A,https://p.scdn.co/mp3-preview/4baae2685eaac7401ae183c54642c9ddf3b9e057?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a53643fc03785efb9926443d
99,"Feather","Sabrina Carpenter",92,124,"pop","Pop","emails i can’t send fwd:",2023-03-17,03:05,79,69,9,0,84,0,0,-4,F#/G♭ Minor,4,2023-11-29,2Zo1PcszsT9WQ0ANntJbID,"Island Records",11A,,https://i.scdn.co/image/ab67616d000048510f45623be014a592a5815827
100,"Attention","Doja Cat",73,88,"dance pop, pop","Pop","Attention",2023-06-16,04:37,76,57,12,3,42,20,10,-8,D Major,4,2023-11-30,11xC6P3iKYpFThT6Ce1KdG,"Kemosabe Records/RCA Records",10B,https://p.scdn.co/mp3-preview/0bc92811cc92e03805da4a1a5e8d70a0dee73107?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485124b893fb9e7953ebc9517c6a
