#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
11,"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap,Quevedo",89,128,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino, rap canario","Hip Hop, Latin","Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-06,03:18,62,78,1,3,55,0,20,-6,D Major,4,2022-07-22,2tTmW7RDtMQtBk7m2rYeSw,"DALE PLAY Records",10B,https://p.scdn.co/mp3-preview/e9c0ed735e611f6af45bc946bd4c31590df09ed6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511630dd349221a35ce03a0ccf
12,"First Class","Jack Harlow",11,107,"deep underground hip hop, kentucky hip hop, pop rap, rap","Hip Hop","First Class",2022-04-08,02:53,91,56,3,0,32,10,10,-6,G#/A♭ Major,4,2022-04-08,1rDQ4oMwGJI7B4tovsBOxc,"Generation Now/Atlantic",4B,,https://i.scdn.co/image/ab67616d000048510fbbde391655703a7c8cdc79
13,"Ghost","Justin Bieber",89,154,"canadian pop, pop","Pop","Justice",2021-03-19,02:33,60,74,19,0,44,0,40,-6,D Major,4,2022-01-16,6I3mqTwhRpn34SLVafSH7G,"RBMG/Def Jam",10B,,https://i.scdn.co/image/ab67616d00004851e6f407c7f3a0ec98845e4431
14,"About Damn Time","Lizzo",77,109,"escape room, minnesota hip hop, pop, trap queen","Pop, Hip Hop, R&B","About Damn Time",2022-04-14,03:11,84,74,10,0,72,0,30,-6,A#/B♭ Minor,4,2022-05-05,1PckUlxKqWQs3RlWXVBLw3,"Nice Life/Atlantic",3A,https://p.scdn.co/mp3-preview/bbf8a26d38f7d8c7191dd64bd7c21a4cec8b61a0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b817e721691aff3d67f26c04
15,"Late Night Talking","Harry Styles",85,115,"pop","Pop","Harry's House",2022-05-20,02:57,71,73,30,0,90,0,10,-5,A#/B♭ Major,4,2022-05-20,1qEmFfgcLObUfQm0j1W2CK,"Columbia",6B,https://p.scdn.co/mp3-preview/50f056e2ab4a1bef762661dbbf2da751beeffe39?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512e8ed79e177ff6011076f5f0
16,"traitor","Olivia Rodrigo",88,101,"pop","Pop","SOUR",2021-05-21,03:49,38,34,69,0,8,0,10,-8,D#/E♭ Major,4,2023-06-29,5CZ40GBx1sQ9agT82CLQCT,"Olivia Rodrigo PS",5B,,https://i.scdn.co/image/ab67616d00004851a91c10fe9472d9bd89802e5a
17,"Me Porto Bonito","Bad Bunny,Chencho Corleone",89,92,"reggaeton, trap latino, urbano latino, reggaeton flow","Latin","Un Verano Sin Ti",2022-05-06,02:58,91,71,9,0,43,0,0,-5,C♯/D♭ Minor,4,2022-06-19,6Sq7ltF9Qa7SNFBsV5Cogx,"Rimas Entertainment LLC",12A,https://p.scdn.co/mp3-preview/5c80aedfe75d2bc15aa0e803993c43395d8054fe?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485149d694203245f241a1bcaa72
18,"Envolver","Anitta",75,92,"funk pop, funk rj, pagode baiano, pop, pop nacional","Pop, Latin","Envolver",2021-11-11,03:13,81,74,15,0,40,0,0,-5,E Minor,4,2022-03-26,3IAfUEeaXRX9s9UdKOJrFI,"WEA Latina",9A,https://p.scdn.co/mp3-preview/1e4312cd2a09aa2d40818347cc7f157576fe8f1d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485132f29a61d5e3c3bb3c7ae510
19,"Super Freaky Girl","Nicki Minaj",77,133,"hip pop, pop, queens hip hop, rap","Pop, Hip Hop","Super Freaky Girl",2022-08-12,02:50,95,89,6,0,91,20,30,-3,D Major,4,2022-08-12,4C6Uex2ILwJi9sZXRdmqXp,"Republic Records",10B,,https://i.scdn.co/image/ab67616d00004851c2b3ab9829aefad24fa2c1bc
20,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X,Jack Harlow",81,150,"lgbtq+ hip hop, deep underground hip hop, kentucky hip hop, pop rap, rap","Hip Hop","INDUSTRY BABY (feat. Jack Harlow)",2021-07-23,03:32,74,70,2,0,89,0,0,-7,D#/E♭ Minor,4,2023-01-10,27NovPIUIRrOZoCHxABJwK,"Columbia",2A,https://p.scdn.co/mp3-preview/e692ccfcdfe7010a8c1ed61de7937c7686ed072d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ba26678947112dff3c3158bf
21,"DESPECHÁ","ROSALÍA",81,130,"pop, r&b en espanol","Pop, R&B","DESPECHÁ",2022-07-28,02:37,92,62,18,0,78,10,0,-7,G Major,4,2022-07-29,5ildQOEKmJuWGl2vRkFdYc,"Columbia",9B,https://p.scdn.co/mp3-preview/ced2995a18e3fd7407931dc90f7097ad8e9cb38d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518f072024e0358fc5c62eba41
22,"Cold Heart - PNAU Remix","Elton John,Dua Lipa,PNAU",72,116,"glam rock, mellow gold, piano rock, rock, dance pop, pop, uk pop, alternative dance, aussietronica, australian dance, australian electropop","Rock, Electronic, Pop","The Lockdown Sessions",2021-10-22,03:22,80,80,4,0,93,0,0,-6,C♯/D♭ Major,4,2022-01-16,7rglLriMNBPAyuJOMGwi39,"EMI",3B,,https://i.scdn.co/image/ab67616d00004851523458c391fe8180a19a1069
23,"Under The Influence","Chris Brown",88,117,"r&b, rap","R&B, Hip Hop","Indigo (Extended)",2019-10-04,03:04,73,69,6,0,31,0,10,-6,A Minor,4,2023-01-07,5IgjP7X4th6nMNDh4akUHb,"Chris Brown Entertainment/RCA Records",8A,https://p.scdn.co/mp3-preview/52295df71df20e33e1510e3983975cd59f6664a4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519a494f7d8909a6cc4ceb74ac
24,"Boyfriend","Dove Cameron",80,180,"pop","Pop","Boyfriend",2022-02-11,02:33,35,61,23,0,23,0,10,-7,G Minor,3,2022-03-28,59CfNbkERJ3NoTXDvoURjj,"Disruptor Records/Columbia",6A,https://p.scdn.co/mp3-preview/2239af86b310ca77423af660ba8f113e6ba3b3ae?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510397f50cb9dc5393db5d08bc
25,"Lavender Haze","Taylor Swift",84,97,"pop","Pop","Midnights",2022-10-21,03:22,73,44,26,0,10,0,10,-10,A#/B♭ Major,4,2022-11-28,5jQI2r1RdgtuT8S3iG8zFC,"Taylor Swift",6B,,https://i.scdn.co/image/ab67616d00004851bb54dde68cd23e2a268ae0f5
26,"Pink Venom","BLACKPINK",71,90,"k-pop, k-pop girl group, pop","Pop","Pink Venom",2022-08-19,03:06,80,70,2,0,75,0,20,-7,C Major,4,2022-08-19,0skYUMpS0AcbpjcGsAbRGj,"YG Entertainment/Interscope Records",8B,https://p.scdn.co/mp3-preview/81acd7e6814451d3754e473fb9e8b0ddfb1d0951?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851797b37e01334a0897825d8b1
27,"THATS WHAT I WANT","Lil Nas X",82,88,"lgbtq+ hip hop","Hip Hop","MONTERO",2021-09-17,02:23,74,85,1,0,55,20,0,-5,C♯/D♭ Minor,4,2022-01-19,0e8nrvls4Qqv5Rfa2UhqmO,"Columbia",12A,https://p.scdn.co/mp3-preview/f6958f897e3817fcbb6647d62f66c71ee96d1981?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851be82673b5f79d9658ec0a9fd
28,"I Ain't Worried","OneRepublic",91,140,"piano rock, pop","Rock, Pop","I Ain’t Worried (Music From The Motion Picture "Top Gun: Maverick")",2022-05-13,02:28,70,80,8,0,83,0,0,-6,C Major,4,2022-07-15,4h9wh7iOZ0GGn8QVp4RAOB,"Interscope Records",8B,,https://i.scdn.co/image/ab67616d00004851ec96e006b8bdfc582610ec13
29,"Left and Right (Feat. Jung Kook of BTS)","Charlie Puth,Jung Kook,BTS",78,101,"pop, viral pop, k-pop, k-pop boy group","Pop","Left and Right (Feat. Jung Kook of BTS)",2022-06-24,02:34,88,59,62,0,72,0,0,-5,D Major,4,2022-06-25,0mBP9X2gPCuapvpZ7TGDk3,"Atlantic Records",10B,https://p.scdn.co/mp3-preview/9e4342eefa4f33df4e9b199e60dbce0f59e46eff?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511c069c836dc6cd5b34c310fe
30,"Bam Bam (feat. Ed Sheeran)","Camila Cabello,Ed Sheeran",77,95,"dance pop, pop, singer-songwriter pop, uk pop","Pop","Familia",2022-04-07,03:26,76,70,18,0,96,0,30,-6,G#/A♭ Major,4,2022-04-13,2DB4DdfCFMw1iaR6JaR03a,"Epic",4B,https://p.scdn.co/mp3-preview/1bd8b56f5623c6eee74601848b0abdca40688743?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851370ed6a9ced20874385fb147
31,"MIDDLE OF THE NIGHT","Elley Duhé",83,186,"alt z","Pop","MIDDLE OF THE NIGHT",2020-01-10,03:04,41,61,2,0,9,0,10,-8,E Minor,3,2022-05-05,58HvfVOeJY7lUuCqF0m3ly,"Not Fit For Society/RCA Records",9A,https://p.scdn.co/mp3-preview/e7c2441dcf8e321237c35085e4aa05bd0dcfa2c4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485153a2e11c1bde700722fecd2e
32,"STAR WALKIN' (League of Legends Worlds Anthem)","Lil Nas X",80,142,"lgbtq+ hip hop","Hip Hop","STAR WALKIN' (League of Legends Worlds Anthem)",2022-09-22,03:30,64,72,15,0,31,0,0,-5,D Minor,4,2022-09-27,38T0tPVZHcPZyhtOcCP7pF,"Columbia",7A,https://p.scdn.co/mp3-preview/ffa9d53ff1f83a322ac0523d7a6ce13b231e4a3a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485104cd9a1664fb4539a55643fe
33,"All For Us","Labrinth,Zendaya",76,142,"indie poptimism, pop, post-teen pop","Pop","Imagination & the Misfit Kid",2019-11-21,03:11,46,66,1,0,18,0,30,-7,D#/E♭ Major,4,2022-08-10,76YSWx6L6FNsuaP6GWBb8P,"Syco Music",5B,https://p.scdn.co/mp3-preview/9ea977824b0c39287cc04204a9566880052cb278?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485143bc512b34c0dba811c70e12
34,"I Like You (A Happier Song) (with Doja Cat)","Post Malone,Doja Cat",85,101,"dfw rap, melodic rap, pop, rap, dance pop","Pop, Hip Hop","Twelve Carat Toothache",2022-06-03,03:12,73,67,12,0,47,0,10,-6,F Major,4,2022-06-03,0O6u0VJ46W86TxN9wgyqDj,"Mercury Records/Republic Records",7B,,https://i.scdn.co/image/ab67616d0000485134362676667a4322838ccc97
35,"Shivers","Ed Sheeran",87,141,"pop, singer-songwriter pop, uk pop","Pop","=",2021-10-29,03:27,79,86,28,0,82,0,0,-3,D Major,4,2022-01-16,50nfwKoDiSYg8zOCREWAm5,"Atlantic Records UK",10B,https://p.scdn.co/mp3-preview/08cec59d36ac30ae9ce1e2944f206251859844af?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ef24c3fdbf856340d55cfeb2
36,"Where Are You Now","Lost Frequencies,Calum Scott",83,121,"belgian edm, edm, pop dance, tropical house, pop","Electronic, Pop","Where Are You Now",2021-07-30,02:28,67,64,52,0,26,10,10,-8,F#/G♭ Minor,4,2023-08-21,3uUuGVFu1V7jTQL60S1r8z,"Epic Amsterdam",11A,https://p.scdn.co/mp3-preview/e2646d5bc8c56e4a91582a03c089f8038772aecb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518d7a7f1855b04104ba59c18b
37,"good 4 u","Olivia Rodrigo",87,167,"pop","Pop","SOUR",2021-05-21,02:58,56,66,34,0,69,10,0,-5,A Major,4,2022-04-13,4ZtFanR9U6ndgddUvNcjcG,"Olivia Rodrigo PS",11B,,https://i.scdn.co/image/ab67616d00004851a91c10fe9472d9bd89802e5a
38,"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons,JID,Arcane,League of Legends",80,77,"modern rock, pop, rock, hip hop, pop rap, rap, underground hip hop, speedrun, video game music","Hip Hop, Rock, Pop, Electronic, Classical","Enemy (with JID) [from the series Arcane League of Legends]",2021-10-28,02:53,73,78,24,0,56,20,40,-4,B Minor,4,2022-01-16,1r9xUipOqoNwggBpENDsvJ,"KIDinaKORNER/Interscope Records",10A,,https://i.scdn.co/image/ab67616d00004851aa597e50829169e6994eb403
39,"Easy On Me","Adele",84,142,"british soul, pop, pop soul, uk pop","R&B, Pop","30",2021-11-19,03:44,60,37,58,0,13,0,10,-8,F Major,4,2022-01-16,46IZ0fSY2mpAiktS3KOqds,"Columbia",7B,https://p.scdn.co/mp3-preview/a0cd8077c79a4aa3dcaa68bbc5ecdeda46e8d13f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c6b577e4c4a6d326354a89f7
40,"Sacrifice","The Weeknd",76,122,"canadian contemporary r&b, canadian pop, pop","R&B, Pop","Dawn FM",2022-01-06,03:08,74,80,3,0,91,10,0,-7,B Minor,4,2022-01-16,1nH2PkJL1XoUq8oE6tBZoU,"XO / Republic Records",10A,,https://i.scdn.co/image/ab67616d000048514ab2520c2c77a1d66b9ee21d
41,"Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By","Rihanna",76,177,"barbadian pop, pop, urban contemporary","Pop, Hip Hop","Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By)",2022-10-28,03:16,25,30,90,0,17,0,10,-6,A Major,4,2022-10-28,35ovElsgyAtQwYPYnZJECg,"Black Panther 2 Rihanna Recordings",11B,,https://i.scdn.co/image/ab67616d00004851a790c56cff6e3463bf9935cb
42,"We Don't Talk About Bruno","Carolina Gaitán - La Gaita,Mauro Castillo,Adassa,Rhenzy Feliz,Diane Guerrero,Stephanie Beatriz,Encanto - Cast",77,206,"movie tunes, modern salsa, salsa colombiana, hollywood","Easy listening, Latin","Encanto (Original Motion Picture Soundtrack)",2021-11-19,03:36,58,45,36,0,83,0,10,-9,C Minor,4,2022-01-16,52xJxFP6TqMuO4Yt0eOkMz,"Walt Disney Records",5A,,https://i.scdn.co/image/ab67616d00004851e1ac646ed6f25125e2a77229
43,"Una Noche en Medellín","Cris Mj",34,96,"mambo chileno, urbano chileno","Latin","Una Noche en Medellín",2022-01-21,02:33,87,55,9,0,83,0,0,-5,A#/B♭ Minor,4,2022-08-10,1O2pcBJGej0pmH2Y9XZMs6,"Nabru Records LLC",3A,,https://i.scdn.co/image/ab67616d00004851697ed12671078b5dee48f0ad
44,"BREAK MY SOUL","Beyoncé",71,115,"pop, r&b","Pop, R&B","BREAK MY SOUL",2022-06-21,04:38,69,89,6,0,85,0,20,-5,C♯/D♭ Minor,4,2022-06-21,2KukL7UlQ8TdvpaA7bY3ZJ,"Parkwood Entertainment/Columbia",12A,https://p.scdn.co/mp3-preview/37fd7166b305199b1216762e7c1abc18ac8cab0f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ef5c4d1b49aa500905423be3
45,"Woman","Doja Cat",86,108,"dance pop, pop","Pop","Planet Her",2021-06-25,02:52,82,76,9,0,88,0,10,-4,F Minor,4,2022-06-19,6Uj1ctrBOjOas8xZXGqKk4,"Kemosabe Records/RCA Records",4A,https://p.scdn.co/mp3-preview/2ae0b61e45d9a5d6454a3e5ab75f8628dd89aa85?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851be841ba4bc24340152e3a79a
46,"PROVENZA","KAROL G",79,111,"reggaeton, reggaeton colombiano, trap latino, urbano latino","Latin","PROVENZA",2022-04-22,03:30,87,52,66,1,53,0,10,-8,C♯/D♭ Major,4,2022-06-19,7dSZ6zGTQx66c2GF91xCrb,"Universal Music Latino",3B,,https://i.scdn.co/image/ab67616d00004851e70c454b8989f09d1e11ea92
47,"Te Felicito","Shakira,Rauw Alejandro",81,174,"colombian pop, dance pop, latin pop, pop, puerto rican pop, reggaeton, trap latino, urbano latino","Pop, Latin","Te Felicito",2022-04-21,02:52,70,64,23,0,57,30,0,-5,F Major,4,2022-06-19,2rurDawMfoKP4uHyb2kJBt,"Sony Music Latin",7B,https://p.scdn.co/mp3-preview/6b4b2be03b14bf758835c8f28f35834da35cc1c3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519a9716c90ceeb1890921e44f
48,"Moscow Mule","Bad Bunny",84,100,"reggaeton, trap latino, urbano latino","Latin","Un Verano Sin Ti",2022-05-06,04:05,80,67,29,0,29,0,10,-5,F Minor,4,2022-05-06,6Xom58OOXk2SoU711L2IXO,"Rimas Entertainment LLC",4A,https://p.scdn.co/mp3-preview/77b12f38abcff65705166d67b5657f70cd890635?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485149d694203245f241a1bcaa72
49,"Shut Down","BLACKPINK",73,110,"k-pop, k-pop girl group, pop","Pop","BORN PINK",2022-09-16,02:55,82,69,0,0,67,0,10,-5,C Major,3,2022-09-16,0ARKW62l9uWIDYMZTUmJHF,"YG Entertainment/Interscope Records",8B,https://p.scdn.co/mp3-preview/3b1cf4867b9f827214e7de4ee3401cb5592f3bb9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514aeaaeeb0755f1d8a8b51738
50,"MAMIII","Becky G,KAROL G",76,94,"latin pop, latin viral pop, rap latina, reggaeton, trap latino, urbano latino, reggaeton colombiano","Pop, Latin","MAMIII",2022-02-10,03:46,84,70,9,0,90,0,10,-4,E Minor,4,2022-03-28,1ri9ZUkBJVFUdgwzCnfcYs,"Kemosabe Records/RCA Records",9A,https://p.scdn.co/mp3-preview/d783357ea45fc5c3ba5a12e1f4a2a7d95d9cf70e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485172babf690675fe969470e8ee
51,"Sweetest Pie","Megan Thee Stallion,Dua Lipa",74,124,"houston rap, pop, r&b, rap, trap queen, dance pop, uk pop","Pop, Hip Hop, R&B","Sweetest Pie",2022-03-11,03:21,81,63,17,0,68,20,10,-7,G Major,4,2022-03-28,7mFj0LlWtEJaEigguaWqYh,"300 Entertainment",9B,https://p.scdn.co/mp3-preview/a9097ac4a504d37508dad964e42e967794d88424?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518364ea7b6e54e63c82c568cf
52,"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","The Weeknd,Ariana Grande",84,118,"canadian contemporary r&b, canadian pop, pop","R&B, Pop","After Hours (Deluxe)",2020-03-20,03:11,65,83,2,0,59,0,0,-5,C Major,4,2022-03-28,1oFAF1hdPOickyHgbuRjyX,"XO / Republic Records",8B,,https://i.scdn.co/image/ab67616d00004851b5097b81179824803664aaaf
53,"Ojitos Lindos","Bad Bunny,Bomba Estéreo",87,80,"reggaeton, trap latino, urbano latino, cumbia, latin alternative, latin rock, pop electronico, tropical alternativo","Latin, Rock","Un Verano Sin Ti",2022-05-06,04:18,65,69,8,0,27,0,50,-6,D#/E♭ Minor,4,2022-08-10,3k3NWokhRRkEPhCzPmV8TW,"Rimas Entertainment LLC",2A,https://p.scdn.co/mp3-preview/d9e32879becf10d4b28d66b55033bc91803d95f7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485149d694203245f241a1bcaa72
54,"Shirt","SZA",72,120,"pop, r&b, rap","Pop, R&B, Hip Hop","Shirt",2022-10-28,03:01,82,45,15,3,55,10,0,-10,D#/E♭ Minor,4,2022-10-28,34ZAzO78a5DAVNrYIGWcPm,"Top Dawg Entertainment/RCA Records",2A,https://p.scdn.co/mp3-preview/346ee5bb8d1cb44ccd8ac142282c1cb8dcb0294f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515a5eecf7316209bcdd847584
55,"Jimmy Cooks (feat. 21 Savage)","Drake,21 Savage",89,166,"canadian hip hop, canadian pop, hip hop, pop rap, rap, atl hip hop","Hip Hop, Pop","Honestly, Nevermind",2022-06-17,03:38,53,67,0,0,37,10,0,-5,C Major,4,2022-07-04,3F5CgOj3wFlRv51JsHbxhe,"OVO",8B,,https://i.scdn.co/image/ab67616d000048518dc0d801766a5aa6a33cbe37
56,"STAY (with Justin Bieber)","The Kid LAROI,Justin Bieber",40,170,"australian hip hop, canadian pop, pop","Hip Hop, Pop","F*CK LOVE 3: OVER YOU",2021-07-23,02:21,59,76,4,0,48,0,10,-5,C♯/D♭ Major,4,2022-01-16,5PjdY0CKGZdEuoNab3yDmX,"Columbia",3B,,https://i.scdn.co/image/ab67616d000048518e6551a2944764bc8e33a960
57,"Oh My God","Adele",80,88,"british soul, pop, pop soul, uk pop","R&B, Pop","30",2021-11-19,03:45,53,73,9,0,55,0,0,-4,C♯/D♭ Major,4,2022-01-16,3Kkjo3cT83cw09VJyrLNwX,"Columbia",3B,https://p.scdn.co/mp3-preview/da3141fbf42b7fe6d809a87d75d8537056381970?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c6b577e4c4a6d326354a89f7
58,"Out of Time","The Weeknd",81,93,"canadian contemporary r&b, canadian pop, pop","R&B, Pop","Dawn FM",2022-01-06,03:34,65,76,26,0,84,0,30,-4,C Minor,4,2022-01-16,2SLwbpExuoBDZBpjfefCtV,"XO / Republic Records",5A,,https://i.scdn.co/image/ab67616d000048514ab2520c2c77a1d66b9ee21d
59,"The Joker And The Queen (feat. Taylor Swift)","Ed Sheeran,Taylor Swift",70,134,"pop, singer-songwriter pop, uk pop","Pop","The Joker And The Queen (feat. Taylor Swift)",2022-02-11,03:05,53,31,92,0,31,0,20,-7,C Major,4,2022-03-28,6N1K5OVVCopBjGViHs2IvP,"Atlantic Records UK",8B,https://p.scdn.co/mp3-preview/6205ad70713fe668fa5388a0b13c392e3483d186?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485189aff4625958eac8d16535c7
60,"I’m Tired (with Zendaya) - Bonus Track","Labrinth,Zendaya",67,132,"indie poptimism, pop, post-teen pop","Pop","I’m Tired (with Zendaya) - Bonus Track",2022-02-28,03:07,38,13,65,0,19,0,0,-11,C Minor,4,2022-03-28,6LtHYDgYHRCHoKK3snfr2w,"Columbia",5A,https://p.scdn.co/mp3-preview/d0df431f217ac99ac42ca938ce0a0695b2929d7c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485127ba168faff88111fd606454
61,"When You're Gone","Shawn Mendes",77,147,"canadian pop, pop, viral pop","Pop","When You're Gone",2022-03-31,02:52,60,69,2,0,58,0,50,-6,F Major,4,2022-04-13,0U1W2LZVUX7qTm7dDpqxh6,"Shawn Mendes LP4-5 PS/ Island",7B,,https://i.scdn.co/image/ab67616d00004851dad0775943c1a826bfed3117
