#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
62,"Notion","The Rare Occasions",84,159,"la indie","Pop","Notion",2021-12-02,03:15,31,88,7,0,31,0,0,-4,A Major,4,2023-05-08,0sTlGEld0h8kIPZaKDYUf4,"Elektra (NEK)",11B,https://p.scdn.co/mp3-preview/1b9ddf494b74972ba48768db80a192f4a419b450?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851598721fc8c9dde3f65a73a08
63,"Light Switch","Charlie Puth",8,184,"pop, viral pop","Pop","Light Switch",2022-01-20,03:05,69,63,11,0,91,30,0,-6,F#/G♭ Major,4,2022-01-23,1BSMpVGWs3v5BZKnAQziAc,"Atlantic Records",2B,,https://i.scdn.co/image/ab67616d0000485175d950842ab17159f0bb9479
64,"One Right Now (with The Weeknd)","Post Malone,The Weeknd",76,97,"dfw rap, melodic rap, pop, rap, canadian contemporary r&b, canadian pop","R&B, Pop, Hip Hop","One Right Now",2021-11-05,03:13,69,78,4,0,69,0,0,-5,C♯/D♭ Major,4,2022-03-28,00Blm7zeNqgYLPtW6zg8cj,"Republic Records",3B,,https://i.scdn.co/image/ab67616d000048514158fe41143182ec16ead070
65,"Falling Back","Drake",63,119,"canadian hip hop, canadian pop, hip hop, pop rap, rap","Hip Hop, Pop","Honestly, Nevermind",2022-06-17,04:26,72,76,24,1,35,0,10,-8,A#/B♭ Major,4,2022-06-17,1vbn9fEyw1IYhqgZJdu9ZB,"OVO",6B,,https://i.scdn.co/image/ab67616d000048518dc0d801766a5aa6a33cbe37
66,"N95","Kendrick Lamar",10,140,"conscious hip hop, hip hop, rap, west coast rap","Hip Hop","Mr. Morale & The Big Steppers",2022-05-13,03:15,79,67,38,0,41,10,10,-6,C♯/D♭ Major,4,2022-05-15,2FeBslNBMdR9V58uv6hd2t,"pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",3B,,https://i.scdn.co/image/ab67616d00004851f30764d5fa1e439ad6a7742f
67,"Nail Tech","Jack Harlow",68,150,"deep underground hip hop, kentucky hip hop, pop rap, rap","Hip Hop","Nail Tech",2022-02-18,03:26,68,56,1,0,10,0,10,-8,C♯/D♭ Major,4,2022-03-28,62Yo3FDddWY8ydu6PW2wyz,"Generation Now/Atlantic",3B,https://p.scdn.co/mp3-preview/080cf575e59c6c309003e83eb88cef789ab0e70c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ddd85c9c585e663fc5431c2a
68,"WAIT FOR U (feat. Drake & Tems)","Future,Drake,Tems",86,83,"atl hip hop, hip hop, rap, southern hip hop, trap, canadian hip hop, canadian pop, pop rap, afro r&b, alte, nigerian pop","R&B, World/Traditional, Hip Hop, Pop","I NEVER LIKED YOU",2022-04-29,03:09,46,64,31,0,34,30,0,-4,C♯/D♭ Major,4,2022-05-05,59nOXPmaKlBfGMDeOVGrIK,"Epic/Freebandz",3B,https://p.scdn.co/mp3-preview/38e12dbcba624463f1a360afd5dcceaf281b1ea5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485186badd635b69aea887862214
69,"Honest (feat. Don Toliver)","Justin Bieber,Don Toliver",67,150,"canadian pop, pop, pop rap, rap, trap","Pop, Hip Hop","Honest",2022-04-29,03:13,81,66,13,0,81,0,10,-7,G#/A♭ Minor,4,2022-05-05,2KdKh9vHbKW0tZLqtpxxI0,"Justin Bieber 2021 PS/ Def Jam",1A,,https://i.scdn.co/image/ab67616d0000485177f7f8553ace10f4d9347872
70,"Infinity","Jaymes Young",84,122,"indie poptimism","Pop","Feel Something",2017-06-23,03:57,67,67,15,0,49,0,30,-7,B Minor,4,2022-01-16,1SOClUWhOi8vHZYMz3GluK,"Atlantic Records",10A,https://p.scdn.co/mp3-preview/2b30f2512af94d45733f5535ac48caa3b541c7f1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a9897f65d1ead1be10a51e3f
71,"Fingers Crossed","Lauren Spencer Smith",0,109,"alt z, gen z singer-songwriter","Pop","Fingers Crossed",2022-01-05,02:55,60,47,62,0,45,0,30,-7,F Major,4,2022-01-16,5S9Zs5g9lTWnLIboN1pdlU,"Lauren Spencer-Smith",7B,,https://i.scdn.co/image/ab67616d000048517904dbff5b1dac889cdff376
72,"TV","Billie Eilish",86,140,"art pop, pop","Pop","Guitar Songs",2022-07-21,04:41,41,24,83,1,12,0,10,-15,E Minor,4,2022-07-22,3GYlZ7tbxLOxe6ewMNVTkw,"Darkroom/Interscope Records",9A,,https://i.scdn.co/image/ab67616d000048517a4781629469bb83356cd318
73,"she's all i wanna be","Tate McRae",73,160,"alt z, pop","Pop","she's all i wanna be",2022-02-04,03:26,61,64,1,0,65,0,10,-5,D Minor,4,2022-03-28,0IuVhCflrQPMGRrOyoY5RW,"RCA Records Label",7A,https://p.scdn.co/mp3-preview/1b0b2a438ace5daf02ed49ffcac9561a98565818?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f7916a35ffdd6cb90bbbdf2f
74,"Snow On The Beach (feat. Lana Del Rey)","Taylor Swift,Lana Del Rey",77,110,"pop, art pop","Pop","Midnights",2022-10-21,04:16,66,32,69,0,19,0,10,-13,A Major,4,2022-10-22,1wtOxkiel43cVs0Yux5Q4h,"Taylor Swift",11B,,https://i.scdn.co/image/ab67616d00004851bb54dde68cd23e2a268ae0f5
75,"Evergreen (You Didn’t Deserve Me At All)","Omar Apollo",81,82,"bedroom pop, bedroom soul","Pop, R&B","Ivory",2022-04-08,03:36,70,34,60,1,31,0,10,-10,A Major,3,2023-01-08,2TktkzfozZifbQhXjT6I33,"Warner Records",11B,https://p.scdn.co/mp3-preview/f9db43c10cfab231d9448792464a23f6e6d607e7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485190cf5d1ccfca2beb86149a19
76,"Yet To Come","BTS",75,172,"k-pop, k-pop boy group, pop","Pop","Proof",2022-06-10,03:13,56,89,4,0,68,10,30,-5,C♯/D♭ Major,4,2022-06-10,10SRMwb9EuVS1K9rYsBfHQ,"BIGHIT MUSIC",3B,https://p.scdn.co/mp3-preview/4cf5bfb6edab3acf59f370972492b813e2b07d60?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485117db30ce3f081d6818a8ad49
77,"Vegas (From the Original Motion Picture Soundtrack ELVIS)","Doja Cat",80,160,"dance pop, pop","Pop","Vegas (From the Original Motion Picture Soundtrack ELVIS)",2022-05-06,03:02,80,60,8,0,74,20,10,-8,G#/A♭ Minor,4,2022-05-06,0hquQWY3xvYqN4qtiquniF,"Kemosabe Records/RCA Records",1A,https://p.scdn.co/mp3-preview/da18f3bbe7b385a44febc01a55510d9c83367c54?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cada88daf56a282fb18ecf7f
78,"Desesperados","Rauw Alejandro,Chencho Corleone",81,90,"puerto rican pop, reggaeton, trap latino, urbano latino, reggaeton flow","Pop, Latin","VICE VERSA",2021-12-10,03:44,87,69,36,0,51,0,0,-3,C♯/D♭ Minor,4,2022-03-28,6mmPpaltUZK7xjNlBPQQ0p,"Sony Music Latin/Duars Entertainment",12A,https://p.scdn.co/mp3-preview/e1c345a2f168b926696f449a7ca7c9e274c65721?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d9525f27b0a9e25b1fa21230
79,"The Heart Part 5","Kendrick Lamar",60,97,"conscious hip hop, hip hop, rap, west coast rap","Hip Hop","The Heart Part 5",2022-05-08,05:32,70,81,18,0,80,30,0,-8,C♯/D♭ Minor,4,2022-05-09,5MMW4CZsZiZt2iuqAXzzWC,"pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",12A,,https://i.scdn.co/image/ab67616d0000485189877ffdd584dc9b7168044b
80,"ALIEN SUPERSTAR","Beyoncé",77,122,"pop, r&b","Pop, R&B","RENAISSANCE",2022-07-29,03:35,55,64,0,0,46,10,10,-6,A#/B♭ Minor,4,2022-08-19,1Hohk6AufHZOrrhMXZppax,"Parkwood Entertainment/Columbia",3A,https://p.scdn.co/mp3-preview/a5715e753ed35f47ec45920a54448b3b109bb39b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510e58a0f8308c1ad403d105e7
81,"It'll Be Okay","Shawn Mendes",76,78,"canadian pop, pop, viral pop","Pop","It'll Be Okay",2021-12-01,03:42,40,29,62,0,7,0,0,-12,G Major,4,2022-01-17,2KnLkZ3z7PO3kgVGHGqDpD,"Shawn Mendes LP4-5 PS/ Island",9B,,https://i.scdn.co/image/ab67616d0000485172355b30dde4b6ded10ef48c
82,"SKIN OF MY TEETH","Demi Lovato",46,131,"pop, post-teen pop","Pop","SKIN OF MY TEETH",2022-06-10,02:42,46,95,0,0,48,20,10,-2,B Minor,4,2022-06-10,1O9AseW10CTi6nBLoj0O6K,"Island Records",10A,,https://i.scdn.co/image/ab67616d00004851ace6ebe453e0a67e00305069
83,"Massive","Drake",73,125,"canadian hip hop, canadian pop, hip hop, pop rap, rap","Hip Hop, Pop","Honestly, Nevermind",2022-06-17,05:36,50,67,11,2,6,0,10,-7,E Minor,3,2022-06-24,28JBD8p18xNuOfyV7Cotdn,"OVO",9A,,https://i.scdn.co/image/ab67616d000048518dc0d801766a5aa6a33cbe37
84,"Sunroof","Nicky Youre,dazy",2,131,"singer-songwriter pop, ","Pop","Sunroof",2021-11-26,02:43,77,72,35,0,84,0,10,-5,A#/B♭ Major,4,2022-07-15,3RfTeIrWS8LNrfHYwechtt,"Thirty Knots",6B,,https://i.scdn.co/image/ab67616d0000485123178221df1f3f2d32cc825f
85,"SUMMER RENAISSANCE","Beyoncé",71,120,"pop, r&b","Pop, R&B","RENAISSANCE",2022-07-29,04:33,67,63,8,0,21,0,10,-10,C♯/D♭ Major,4,2022-07-29,3HyR1j49TY5ACP2lseF1jx,"Parkwood Entertainment/Columbia",3B,https://p.scdn.co/mp3-preview/b8ae9f9e20dd574130d6bcedb63c2c60e4c2ae08?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510e58a0f8308c1ad403d105e7
86,"29","Demi Lovato",58,184,"pop, post-teen pop","Pop","29",2022-08-17,02:43,32,70,1,0,29,0,20,-4,C♯/D♭ Minor,4,2022-08-19,3gXWe15nwrjfhjYQ5RqLx7,"Demi Lovato LP4/Island",12A,,https://i.scdn.co/image/ab67616d00004851d7986ea681466b64ec2de8dd
87,"I'm Good (Blue)","David Guetta,Bebe Rexha",93,128,"big room, dance pop, edm, pop, pop dance","Electronic, Pop","I'm Good (Blue)",2022-08-26,02:55,56,97,0,0,30,0,30,-4,G Minor,4,2022-09-03,4uUG5RXrOk84mYEfFvj3cK,"Parlophone UK",6A,https://p.scdn.co/mp3-preview/c1de960c1a98f7ab652331e5223c50baba75c460?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851933c036cd61cd40d3f17a9c4
88,"Forget Me","Lewis Capaldi",18,102,"pop, uk pop","Pop","Forget Me",2022-09-09,03:23,67,74,30,0,72,0,30,-4,C♯/D♭ Minor,4,2022-09-09,5uSFGgIfHMT3osrAd9n9ym,"Vertigo Berlin",12A,,https://i.scdn.co/image/ab67616d00004851711fab3ee0bbeddfac44d7d6
89,"Hold Me Closer","Elton John,Britney Spears",78,126,"glam rock, mellow gold, piano rock, rock, dance pop, pop","Pop, Rock","Hold Me Closer",2022-08-26,03:22,67,75,7,0,49,0,20,-5,C Major,4,2022-09-16,72yP0DUlWPyH8P7IoxskwN,"EMI",8B,,https://i.scdn.co/image/ab67616d000048515d872e7b0c1ba964541f07e8
90,"Calm Down (with Selena Gomez)","Rema,Selena Gomez",90,107,"afrobeats, nigerian pop, pop, post-teen pop","R&B, Pop","Calm Down (with Selena Gomez)",2022-08-25,03:59,80,81,38,0,80,0,10,-5,B Major,4,2022-09-28,0WtM2NBVQNNJLh6scP13H8,"Mavin Records / Jonzing World",1B,,https://i.scdn.co/image/ab67616d00004851a3a7f38ea2033aa501afd4cf
91,"SNAP","Rosa Linn",3,170,"alt z","Pop","SNAP PACK",2022-07-15,02:59,56,64,11,0,53,0,40,-8,C Major,4,2022-10-26,6zJejIfVYLgjud3lTk4DLB,"Columbia",8B,,https://i.scdn.co/image/ab67616d00004851c009b22a08eee835ce3efeb9
92,"La Bachata","Manuel Turizo",85,125,"colombian pop, latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino","Pop, Latin","La Bachata",2022-05-26,02:42,84,68,58,0,85,0,20,-5,G Minor,4,2022-10-26,5ww2BF9slyYgNOk37BlC4u,"Sony Music Latin/La Industria",6A,https://p.scdn.co/mp3-preview/0232b53fd7849e6696e1ab3099dd01dd00823f17?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c9f744b0d62da795bc21d04a
93,"Until I Found You","Stephen Sanchez",83,101,"gen z singer-songwriter","","Until I Found You",2021-09-01,02:57,54,51,73,0,23,0,10,-6,A#/B♭ Major,3,2022-10-28,0T5iIrXA4p5GsubkhuBIKV,"Republic Records",6B,,https://i.scdn.co/image/ab67616d000048518792c3e96f8ab97a767c5d0c
94,"Made You Look","Meghan Trainor",85,145,"hip pop, pop","Pop","Takin' It Back",2022-10-21,02:14,84,53,35,0,88,0,0,-4,A#/B♭ Major,4,2022-10-30,0QHEIqNKsMoOY5urbzN48u,"Epic",6B,https://p.scdn.co/mp3-preview/f0eb89945aa820c0f30b5e97f8e2cab42d9f0a99?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511a4f1ada93881da4ca8060ff
95,"Midnight Rain","Taylor Swift",84,140,"pop","Pop","Midnights",2022-10-21,02:54,64,36,69,0,23,0,10,-12,C Major,4,2022-11-28,3rWDp9tBPQR9z6U5YyRSK4,"Taylor Swift",8B,,https://i.scdn.co/image/ab67616d00004851bb54dde68cd23e2a268ae0f5
96,"Die Hard","Kendrick Lamar,Blxst,Amanda Reifer",78,101,"conscious hip hop, hip hop, rap, west coast rap, pop rap, westcoast flow, barbadian pop","Pop, Hip Hop","Mr. Morale & The Big Steppers",2022-05-13,03:59,78,74,32,0,36,20,10,-8,C♯/D♭ Minor,4,2023-01-08,2g6tReTlM2Akp41g0HaeXN,"pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",12A,,https://i.scdn.co/image/ab67616d000048512e02117d76426a08ac7c174f
97,"Big Energy","Latto",68,106,"trap queen","R&B","777",2022-03-25,02:52,94,79,5,0,79,10,30,-4,B Minor,4,2023-01-08,4pi1G1x8tl9VfdD9bL3maT,"Streamcut/RCA Records",10A,https://p.scdn.co/mp3-preview/c3cc5176cce31288ed64859f4dc38ee321d68b25?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851326f80324c992d1eb403bf1c
98,"Doja","Central Cee",84,140,"melodic drill, r&drill","Hip Hop","Doja",2022-07-21,01:37,91,57,38,0,97,20,40,-7,F#/G♭ Major,4,2023-01-08,3LtpKP5abr2qqjunvjlX5i,"Central Cee",2B,https://p.scdn.co/mp3-preview/41105628e270a026ac9aecacd44e3373fceb9f43?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513c7d945b6baf935e8a0ebdaa
99,"pushin P (feat. Young Thug)","Gunna,Future,Young Thug",76,78,"atl hip hop, melodic rap, rap, trap, hip hop, southern hip hop, atl trap, gangster rap","Hip Hop","DS4EVER",2022-01-13,02:16,77,42,1,1,49,10,10,-5,C♯/D♭ Minor,1,2023-01-08,3XOalgusokruzA5ZBA2Qcb,"300 Entertainment",12A,https://p.scdn.co/mp3-preview/a524108f79c6d0bfb4f61c417f719a851876cf93?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485114d91ebdd6d7e2931322cc1a
100,"Thousand Miles","The Kid LAROI",76,81,"australian hip hop","Hip Hop","Thousand Miles",2022-04-22,02:44,38,66,9,0,20,0,0,-5,G Major,4,2023-01-08,1r8ZCjfrQxoy2wVaBUbpwg,"Columbia",9B,https://p.scdn.co/mp3-preview/9abd651551021c3f38134b4837947ab8ca223ef6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485186322307ddfb6e9c87b82d39
