#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
28,"Hallowed Be Thy Name - 1998 Remastered Version","Iron Maiden",0,104,"alternative metal, hard rock, metal, nwobhm, rock","Metal, Rock","The Number Of The Beast (1998 Remastered Edition)",1982-00-00,07:12,30,91,0,12,35,0,30,-5,A Major,4,2021-03-10,1iGXvUsVVkYBas0Cniw6NB,"Parlophone UK",11B,,https://i.scdn.co/image/ab67616d00004851a633718a1d28f157193bd865
29,"Seek & Destroy - Remastered","Metallica",0,141,"hard rock, metal, old school thrash, rock, thrash metal","Rock, Metal","Kill 'Em All (Deluxe / Remastered)",1983-07-24,06:54,45,96,4,1,45,20,0,-5,A Major,4,2021-03-10,4dIgclJtPuphBciKtMmdFg,"Universal Music Group",11B,,https://i.scdn.co/image/ab67616d00004851c56820bd4dd7504efe48783f
30,"Wasted Years - 1998 Remaster","Iron Maiden",0,154,"alternative metal, hard rock, metal, nwobhm, rock","Metal, Rock","Somewhere In Time",1986-00-00,05:07,24,95,6,0,34,10,10,-6,E Minor,4,2021-03-10,4PSiPZp8MYMDZzuBhCLgc6,"Parlophone UK",9A,,https://i.scdn.co/image/ab67616d000048514a800fb5499fda0849af7f89
31,"Battery","Metallica",0,97,"hard rock, metal, old school thrash, rock, thrash metal","Rock, Metal","Master Of Puppets (Remastered)",1986-03-03,05:12,48,93,0,63,46,0,0,-9,B Minor,4,2021-03-10,3R7BESMkNMltKGsnZ2ajBZ,"Universal Music Group",10A,,https://i.scdn.co/image/ab67616d00004851300b60c788717f87ba14b60a
32,"Hail to the King","Avenged Sevenfold",80,118,"alternative metal","Metal","Hail to the King",2013-08-23,05:05,58,92,0,3,68,0,10,-4,D#/E♭ Minor,4,2021-03-10,5anCkDvJ17aznvK5TED5uo,"Warner Records",2A,https://p.scdn.co/mp3-preview/658f53ebe57308e7fdfb755ff9ad30c99696eb6f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510ea1ecb2d5271c2db402b0c2
33,"Disciple","Slayer",0,95,"alternative metal, death metal, groove metal, hard rock, metal, old school thrash, rock, speed metal, thrash metal","Metal, Rock","God Hates Us All",2001-01-01,03:35,23,99,0,2,6,20,10,-4,G#/A♭ Major,4,2021-03-10,2uenkeJMEfGmjebYnewnlE,"Universal Music Group",4B,,https://i.scdn.co/image/ab67616d00004851bbc90225fd4de29f372d90d1
34,"Atlas, Rise!","Metallica",0,95,"hard rock, metal, old school thrash, rock, thrash metal","Rock, Metal","Hardwired…To Self-Destruct",2016-11-18,06:28,42,99,0,2,39,0,0,-3,E Minor,4,2021-03-10,4lVIjnlyyl3f7qqRtvzbM0,"Universal Music Group",9A,,https://i.scdn.co/image/ab67616d00004851b02dd21e1baa15b3c8897f07
35,"Now That We’re Dead","Metallica",0,128,"hard rock, metal, old school thrash, rock, thrash metal","Rock, Metal","Hardwired…To Self-Destruct",2016-11-18,06:59,56,95,0,6,32,0,20,-4,B Minor,4,2021-03-10,3KsWOVt5SQHkHtcpez91aY,"Universal Music Group",10A,,https://i.scdn.co/image/ab67616d00004851b02dd21e1baa15b3c8897f07
36,"I'm Broken","Pantera",68,147,"alternative metal, groove metal, hard rock, metal, nu metal, old school thrash, rock, texas metal","Metal, Rock","Far Beyond Driven",1994-00-00,04:24,42,88,0,56,67,0,10,-6,G Major,4,2021-03-10,2M5WTwqnkyz7bW6P1CiD6q,"Rhino/Elektra",9B,https://p.scdn.co/mp3-preview/39b433c343a4ac3153bb09f1e7a393f6cf30950a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485164fa027e7ef7ce20fa8b46f2
37,"Dead Skin Mask","Slayer",0,110,"alternative metal, death metal, groove metal, hard rock, metal, old school thrash, rock, speed metal, thrash metal","Metal, Rock","Seasons In The Abyss",1990-01-01,05:20,35,99,0,0,4,20,10,-4,D#/E♭ Major,4,2021-03-10,04lIJwNlGIxS0cCMmxCsEX,"Universal Music Group",5B,,https://i.scdn.co/image/ab67616d00004851f7feea22580f57e0e8b7b060
38,"Domination","Pantera",68,141,"alternative metal, groove metal, hard rock, metal, nu metal, old school thrash, rock, texas metal","Metal, Rock","Cowboys from Hell",1990-07-20,05:05,37,89,0,0,56,0,10,-6,D Major,4,2021-03-10,769cLRTw2y6KRdkFWFkxtu,"Rhino",10B,https://p.scdn.co/mp3-preview/edd450b09d04f8edfb75b78074f72d75872b51ee?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510ce52f4ba340a1e459e6a978
39,"Unholy Confessions","Avenged Sevenfold",0,93,"alternative metal","Metal","Waking The Fallen",2003-08-26,04:43,45,88,0,0,52,0,20,-5,D Minor,4,2021-03-10,20g7z9R1wjE7EtVnB7XEjS,"Hopeless Records",7A,,https://i.scdn.co/image/ab67616d000048514a44ded7d275e4d908685cb0
40,"Guardians Of Asgaard","Amon Amarth",60,135,"groove metal, melodic death metal, metal, power metal, speed metal, swedish death metal, swedish melodeath, swedish metal, tolkien metal, viking metal","Metal","Twilight Of The Thunder God",2008-09-30,04:23,53,95,0,0,28,0,10,-5,A Major,4,2021-03-10,2DR9AzDhYeStkHupvU08FC,"Metal Blade Records",11B,https://p.scdn.co/mp3-preview/22277d0354648cc582b868af41744b17146014a8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519203fd1f5c23f0ad92ce63fa
41,"Flying Whales","Gojira",64,95,"alternative metal, french death metal, french metal, groove metal, metal, nu metal, progressive groove metal","Metal","From Mars to Sirius",2005-09-07,07:44,27,93,0,4,20,0,10,-4,G Minor,4,2022-12-30,5OjCsHeByDYEGxMrb1z8KQ,"Listenable records",6A,https://p.scdn.co/mp3-preview/8156d6253b941124dae267d33bb32ee30268da95?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f7b11aeef189b2ec6857d90e
