#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
27,"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",87,93,"pop","Pop","Red (Taylor's Version)",2021-11-12,10:13,63,52,27,0,21,0,0,-9,C Major,4,2021-12-02,5enxwA8aAbwZbf5qCHORXi,"Taylor Swift",8B,,https://i.scdn.co/image/ab67616d00004851318443aab3531a0558e79a4d
28,"Todo De Ti","Rauw Alejandro",78,128,"puerto rican pop, reggaeton, trap latino, urbano latino","Pop, Latin","Todo De Ti",2021-05-20,03:19,78,72,31,0,34,0,0,-4,D#/E♭ Minor,4,2021-06-08,4fSIb4hdOQ151TILNsSEaF,"Sony Music Latin/Duars Entertainment",2A,https://p.scdn.co/mp3-preview/fce5366537fbc618ade7aba6ebeef1ec4a79d0de?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514801828052a610b910cff795
29,"You Right","Doja Cat,The Weeknd",82,129,"dance pop, pop, canadian contemporary r&b, canadian pop","R&B, Pop","Planet Her",2021-06-25,03:06,83,62,2,0,44,0,0,-6,G#/A♭ Major,4,2021-06-27,0k4d5YPDr1r7FX77VdqWez,"Kemosabe Records/RCA Records",4B,https://p.scdn.co/mp3-preview/6f9e50e5f716c7e2441d4e0262304656c5b108fa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851be841ba4bc24340152e3a79a
30,"Heat Waves","Glass Animals",91,81,"gauze pop, indietronica, modern rock, pov: indie, shiver pop","Pop, Rock","Dreamland",2020-08-07,03:58,76,53,44,0,53,0,0,-7,B Major,4,2021-09-20,3USxtqRwSYz57Ewm6wWRMp,"Polydor Records",1B,,https://i.scdn.co/image/ab67616d00004851712701c5e263efc8726b1464
31,"Hold On","Justin Bieber",71,140,"canadian pop, pop","Pop","Hold On",2021-03-05,02:50,66,63,1,0,29,0,10,-6,C♯/D♭ Minor,4,2021-05-18,4u4NyuceXP7Uzh7XFJKCr1,"RBMG/Def Jam",12A,,https://i.scdn.co/image/ab67616d00004851bc2dd68b840bb48db3177046
32,"The Business","Tiësto",79,120,"big room, brostep, dutch edm, edm, house, pop dance, slap house, trance","Electronic","The Business",2020-09-16,02:44,80,62,41,2,24,20,10,-7,G#/A♭ Minor,4,2021-05-18,6f3Slt0GbA2bPZlz0aIFXN,"Atlantic Records",1A,https://p.scdn.co/mp3-preview/e516723e41dab08c241fc981aeed21407f322d72?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f461bbc21a9bcec43a926973
33,"Need to Know","Doja Cat",61,130,"dance pop, pop","Pop","Need to Know",2021-06-11,03:30,66,61,30,0,19,0,0,-7,C♯/D♭ Major,4,2021-06-13,10hcDov7xmcRviA8jLwEaI,"Kemosabe Records/RCA Records",3B,https://p.scdn.co/mp3-preview/153dc4a72a260497f8ea87a00e2af7afb0a0df08?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518970ac709e0d7101eb76eff3
34,"I WANNA BE YOUR SLAVE","Måneskin",84,133,"indie rock italiano, italian pop","Rock, Pop","Teatro d'ira - Vol. I",2021-03-19,02:53,75,61,0,0,96,0,10,-4,C♯/D♭ Major,4,2021-07-21,4pt5fDVTg5GhEvEtlz9dKk,"RCA Records Label",3B,https://p.scdn.co/mp3-preview/485950694eaee2c2887f897603a9bc4acc05c0bf?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515aa05015cfa7bd2943c29b21
35,"Yonaguni","Bad Bunny",82,180,"reggaeton, trap latino, urbano latino","Latin","Yonaguni",2021-06-04,03:26,64,65,28,0,44,10,10,-5,C♯/D♭ Major,4,2021-06-08,2JPLbjOn0wPCngEot2STUS,"Rimas Entertainment LLC",3B,https://p.scdn.co/mp3-preview/cbade9b0e669565ac8c7c07490f961e4c471b9ee?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485164afd6879102d03460bd3ad9
36,"Streets","Doja Cat",84,90,"dance pop, pop","Pop","Hot Pink",2019-11-07,03:46,75,46,21,4,19,0,30,-8,B Major,4,2021-05-18,60ynsPSSKe6O3sfwRnIBRf,"Kemosabe Records/RCA Records",1B,https://p.scdn.co/mp3-preview/cfd56a96b447ee2982d1d6acefaea64992a9f44c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f14aa81116510d3a6df8432b
37,"positions","Ariana Grande",84,144,"pop","Pop","Positions",2020-10-30,02:52,74,80,47,0,68,0,0,-5,C Major,4,2021-05-18,35mvY5S1H3J2QZyna3TFe0,"Republic Records",8B,,https://i.scdn.co/image/ab67616d000048515ef878a782c987d38d82b605
38,"traitor","Olivia Rodrigo",88,101,"pop","Pop","SOUR",2021-05-21,03:49,38,34,69,0,8,0,10,-8,D#/E♭ Major,4,2022-08-28,5CZ40GBx1sQ9agT82CLQCT,"Olivia Rodrigo PS",5B,,https://i.scdn.co/image/ab67616d00004851a91c10fe9472d9bd89802e5a
39,"willow","Taylor Swift",82,81,"pop","Pop","evermore",2020-12-11,03:34,39,57,83,0,53,10,10,-9,G Major,4,2021-05-18,0lx2cLdOt3piJbcaXIV74f,"Taylor Swift",9B,,https://i.scdn.co/image/ab67616d0000485133b8541201f1ef38941024be
40,"love nwantiti (ah ah ah)","CKay",81,93,"afro r&b, afrobeats","R&B","CKay The First",2019-08-30,02:25,73,74,37,0,53,0,10,-4,G#/A♭ Major,4,2021-10-04,2Xr1dTzJee307rmrkt8c0g,"Chocolate City Music",4B,https://p.scdn.co/mp3-preview/66fcd4a3341836530e964de7f24d9198610f537b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851405fdad252857e01dbced96a
41,"Build a Bitch","Bella Poarch",74,103,"modern alternative pop","Pop","Build a Bitch",2021-05-14,02:02,86,46,22,0,87,0,30,-7,D#/E♭ Major,4,2021-06-08,7BoobGhD4x5K96Me0hqC8Q,"Warner Records",5B,https://p.scdn.co/mp3-preview/a4418753144a9ae47dd009b4a6e53a7ece1fcc57?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851aeeb722667c831a4f5429ff0
42,"Up","Cardi B",71,166,"pop, rap","Pop, Hip Hop","Up",2021-02-05,02:36,87,80,0,2,82,20,0,-6,B Major,4,2021-05-18,1XXimziG1uhM0eDNCZCrUl,"Atlantic Records",1B,https://p.scdn.co/mp3-preview/41d08e5fd8023fe214995ee866aa1eff12e29578?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d619b8baab0619516bb53804
43,"DÁKITI","Bad Bunny,Jhayco",79,110,"reggaeton, trap latino, urbano latino","Latin","EL ÚLTIMO TOUR DEL MUNDO",2020-11-27,03:25,73,57,40,0,14,0,10,-10,E Minor,4,2021-05-18,4MzXwWMhyBbmu6hOcLVD49,"Rimas Entertainment LLC",9A,https://p.scdn.co/mp3-preview/78f5e89d6384301b40fd9e5a659152a33dac6646?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851005ee342f4eef2cc6e8436ab
44,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez,Rauw Alejandro",70,150,"pop, post-teen pop, puerto rican pop, reggaeton, trap latino, urbano latino","Pop, Latin","Revelación - EP",2021-03-12,03:06,82,54,2,0,66,0,10,-7,F Major,4,2021-05-18,079Ey5uxL04AKPQgVQwx5h,"Selena Gomez Latin Project",7B,,https://i.scdn.co/image/ab67616d000048518b11b0be988e17da2799b94d
45,"Shivers","Ed Sheeran",18,141,"pop, singer-songwriter pop, uk pop","Pop","Shivers",2021-09-13,03:27,79,86,28,0,82,0,0,-3,D Major,4,2021-10-04,75MNhvTCCKsST3YqqUiU9r,"Atlantic Records UK",10B,,https://i.scdn.co/image/ab67616d000048510ec1f3493edc0c888ff2d57c
46,"Solar Power","Lorde",0,88,"art pop, metropopolis, nz pop, pop","Pop, Electronic","Solar Power",2021-06-10,03:12,74,47,27,0,90,10,30,-9,E Major,4,2021-06-13,3KdoeNlEN0BoAKWzaRLNZa,"Universal Music New Zealand Limited",12B,,https://i.scdn.co/image/ab67616d00004851d08ee7bfe4aaf52168247de7
47,"We're Good","Dua Lipa",75,134,"dance pop, pop, uk pop","Pop","Future Nostalgia (The Moonlight Edition)",2021-02-11,02:45,72,59,3,0,59,0,10,-6,F#/G♭ Major,4,2021-05-18,1diS6nkxMQc3wwC4G1j0bh,"Warner Records",2B,https://p.scdn.co/mp3-preview/0ed0e3241d7dd381271156710b7153308ddfbb89?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ccdddb2e5349ea0608c3e016
48,"WITHOUT YOU (with Miley Cyrus)","The Kid LAROI,Miley Cyrus",70,93,"australian hip hop, pop","Hip Hop, Pop","WITHOUT YOU (with Miley Cyrus)",2021-04-30,02:41,66,47,17,0,47,0,10,-6,C Major,4,2021-05-18,1EHUQesfVKwbthtNcpBi9g,"Columbia",8B,https://p.scdn.co/mp3-preview/733d5e26028ae43239a1d6cda8a0816a6d2d7953?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c01093b31199328192c8e421
49,"late at night","Roddy Ricch",65,99,"melodic rap, rap, trap","Hip Hop","late at night",2021-06-04,02:54,64,40,34,0,11,40,10,-11,C♯/D♭ Minor,4,2022-08-27,1fxYz1s15pyZLsJT0Hdh1m,"Atlantic Records",12A,https://p.scdn.co/mp3-preview/9eeba2f91fea8480286504faa54a97335d378b74?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485168d52e5f5058e58ce3e62c77
50,"Calling My Phone","Lil Tjay,6LACK",81,105,"brooklyn drill, melodic rap, nyc rap, rap, atl hip hop, r&b, trap","Hip Hop, R&B","Destined 2 Win",2021-04-02,03:25,91,39,45,0,20,0,10,-8,E Minor,4,2021-05-18,3J8EOeKLTLXORtWPpOU5bE,"Columbia",9A,https://p.scdn.co/mp3-preview/687f6e37a7d7ae26e7a7a7bd252945da7d1bb894?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515af0305457ff290e06dcc4c2
51,"RAPSTAR","Polo G",82,81,"chicago rap, rap","Hip Hop","Hall of Fame",2021-06-11,02:45,79,54,41,0,44,20,10,-7,F#/G♭ Major,4,2022-07-28,18vXApRmJSgQ6wG2ll9AOg,"Columbia",2B,https://p.scdn.co/mp3-preview/6920a1b1e7a88385654fdb76c83b054609d16172?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a493e05c99d8ec5e8020ff2b
52,"Girls Want Girls (with Lil Baby)","Drake,Lil Baby",79,87,"canadian hip hop, canadian pop, hip hop, pop rap, rap, atl hip hop, atl trap, trap","Hip Hop, Pop","Certified Lover Boy",2021-09-03,03:41,77,44,18,0,38,20,10,-9,G Minor,4,2021-09-20,37Nqx7iavZpotJSDXZWbJ3,"OVO",6A,,https://i.scdn.co/image/ab67616d00004851cd945b4e3de57edd28481a3f
53,"Whoopty","CJ",72,140,"nyc rap","Hip Hop","Whoopty",2020-08-20,02:03,72,65,20,0,66,10,10,-8,D#/E♭ Minor,4,2021-05-18,5vGLcdRuSbUhD8ScwsGSdA,"CJ Music Group/T-Series",2A,https://p.scdn.co/mp3-preview/bf6fd3cbe55af994e5cb911d93e2df39908aa3bc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515038c2513329a3123b62923d
54,"Mood (feat. iann dior)","24kGoldn,iann dior",82,91,"cali rap, pop rap, melodic rap","Hip Hop","El Dorado",2021-03-26,02:20,70,72,17,0,73,0,30,-4,G Minor,4,2021-05-18,4jPy3l0RUwlUI9T5XHBW2m,"Records/Columbia",6A,https://p.scdn.co/mp3-preview/c425299d5996843fc24308b896f7ce60fd262c99?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485184c53fa832dfa265192419c5
55,"LA NOCHE DE ANOCHE","Bad Bunny,ROSALÍA",80,82,"reggaeton, trap latino, urbano latino, pop, r&b en espanol","Pop, R&B, Latin","EL ÚLTIMO TOUR DEL MUNDO",2020-11-27,03:23,86,62,3,0,39,20,0,-5,G Major,4,2021-05-18,2XIc1pqjXV3Cr2BQUGNBck,"Rimas Entertainment LLC",9B,https://p.scdn.co/mp3-preview/a3ed62c5afae78f594a7346af78a9638a7bce068?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851005ee342f4eef2cc6e8436ab
56,"Anyone","Justin Bieber",72,116,"canadian pop, pop","Pop","Anyone",2021-01-01,03:10,69,54,18,0,58,0,10,-8,D Major,4,2021-05-18,31qCy5ZaophVA81wtlwLc4,"RBMG/Def Jam",10B,,https://i.scdn.co/image/ab67616d000048514b02db5cefb177ff97346cf2
57,"Love Story (Taylor’s Version)","Taylor Swift",84,119,"pop","Pop","Love Story (Taylor’s Version)",2021-02-12,03:55,63,79,14,0,42,0,10,-4,D Major,4,2021-05-18,3CeCwYWvdfXbZLXFhBrbnf,"Taylor Swift",10B,,https://i.scdn.co/image/ab67616d00004851877ea8fa223c26f19aaef92d
58,"Afterglow","Ed Sheeran",74,110,"pop, singer-songwriter pop, uk pop","Pop","Afterglow",2020-12-21,03:05,64,32,70,0,27,0,30,-6,B Major,4,2021-05-18,0E4Y1XIbs8GrAT1YqVy6dq,"Atlantic Records UK",1B,https://p.scdn.co/mp3-preview/25165d1fe48fcd45cb91ebbbbd1a0056f236476b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485188e170d5ced543d191593fc8
59,"GIRL LIKE ME","Black Eyed Peas,Shakira",72,124,"dance pop, pop, pop rap, colombian pop, latin pop","Pop, Hip Hop","TRANSLATION",2020-11-02,03:42,97,49,2,2,31,10,0,-9,D Major,4,2021-05-18,1zLBsSVxETQOfINOLYvT5m,"Epic",10B,https://p.scdn.co/mp3-preview/1b9da493a0e56f0e91be6dbf7cfc9ae5c36a53a8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515a7f21dad5c796d719650972
60,"BICHOTA","KAROL G",74,164,"reggaeton, reggaeton colombiano, trap latino, urbano latino","Latin","BICHOTA",2020-10-23,02:58,86,67,21,0,84,10,10,-4,C♯/D♭ Minor,4,2021-05-18,7vrJn5hDSXRmdXoR30KgF1,"UMLE - Latino",12A,,https://i.scdn.co/image/ab67616d00004851a9c7357101e65ee6af3c3789
61,"Bandido","Myke Towers,Juhn",75,168,"reggaeton, trap latino, urbano latino, reggaeton flow","Latin","Bandido",2020-12-10,03:52,71,62,12,0,68,0,10,-5,G#/A♭ Major,4,2021-05-18,1xK1Gg9SxG8fy2Ya373oqb,"White World Music",4B,https://p.scdn.co/mp3-preview/cae8c5bc35a2987aab9da26e536eaa4060e5966c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851069e5634bc475b5c0436a3ce
62,"Prisoner (feat. Dua Lipa)","Miley Cyrus,Dua Lipa",3,128,"pop, dance pop, uk pop","Pop","Prisoner (feat. Dua Lipa)",2020-11-20,02:49,78,67,1,0,60,0,0,-4,D#/E♭ Minor,4,2021-05-18,5JqZ3oqF00jkT81foAFvqg,"RCA Records Label",2A,,https://i.scdn.co/image/ab67616d000048513797253ef8b94a9e35e1b7c6
63,"Blinding Lights","The Weeknd",93,171,"canadian contemporary r&b, canadian pop, pop","R&B, Pop","After Hours",2020-03-20,03:20,51,73,0,0,33,0,0,-6,C♯/D♭ Major,4,2021-05-18,0VjIjW4GlUZAMYd2vXMi3b,"Republic Records",3B,,https://i.scdn.co/image/ab67616d000048518863bc11d2aa12b54f5aeb36
64,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5,Megan Thee Stallion",29,99,"pop, houston rap, r&b, rap, trap queen","Hip Hop, Pop, R&B","Beautiful Mistakes (feat. Megan Thee Stallion)",2021-03-03,03:47,71,68,4,0,72,0,10,-5,A#/B♭ Major,4,2021-05-18,6fRxMU4LWwyaSSowV441IU,"222 Records/Interscope Records",6B,,https://i.scdn.co/image/ab67616d00004851a6c1dea2b83a2309d9e0adc3
65,"Therefore I Am","Billie Eilish",74,94,"art pop, pop","Pop","Therefore I Am",2020-11-12,02:54,89,34,22,13,72,0,0,-8,B Minor,4,2021-05-18,54bFM56PmE4YLRnqpW6Tha,"Darkroom/Interscope Records",10A,,https://i.scdn.co/image/ab67616d000048517a152619a7b55bc621d07901
66,"test drive","Ariana Grande",66,115,"pop","Pop","Positions (Deluxe)",2021-02-19,02:02,70,71,3,0,32,0,10,-5,A Minor,4,2021-05-18,3eZYOQO4UzKrUDYDghtnFw,"Republic Records",8A,,https://i.scdn.co/image/ab67616d000048519508fb7ca2eedc0d98b9139f
67,"Lemonade","Internet Money,Gunna,Don Toliver,NAV",44,140,"pop rap, trap, atl hip hop, melodic rap, rap, canadian hip hop, canadian trap","Hip Hop","Lemonade (feat. Gunna, Don Toliver & NAV)",2020-08-14,03:15,80,66,26,0,47,0,10,-6,C♯/D♭ Minor,4,2021-05-18,02kDW379Yfd5PzW5A6vuGt,"Internet Money Records/ TenThousand Projects",12A,,https://i.scdn.co/image/ab67616d00004851d46a8fffbe6c8630784f04da
68,"Watermelon Sugar","Harry Styles",89,95,"pop","Pop","Fine Line",2019-12-13,02:54,55,82,12,0,56,0,30,-4,C Major,4,2021-05-18,6UelLqGlWMcVH1E5c4H7lY,"Columbia",8B,https://p.scdn.co/mp3-preview/824cd58da2e9a15eeaaa6746becc09093547a09b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485177fdcfda6535601aff081b6a
69,"Lost Cause","Billie Eilish",0,75,"art pop, pop","Pop","Lost Cause",2021-06-02,03:32,67,34,71,1,52,20,0,-8,A#/B♭ Minor,4,2021-06-08,2xdwCJLfKCkat14mlgR26M,"Darkroom/Interscope Records",3A,,https://i.scdn.co/image/ab67616d0000485119fc30a2e29973763e3d8a53
70,"Selfish Love (with Selena Gomez)","DJ Snake,Selena Gomez",59,111,"dance pop, edm, electronic trap, pop, pop dance, post-teen pop","Pop, Electronic, Hip Hop","Selfish Love (with Selena Gomez)",2021-03-04,02:48,72,65,2,35,44,10,10,-8,F Minor,4,2021-05-18,3XoflnowYPFRPOh3uFvHcm,"DJ Snake Music Productions Limited",4A,,https://i.scdn.co/image/ab67616d000048510a4a6bb7959ab3a38ff60324
71,"What You Know Bout Love","Pop Smoke",0,84,"brooklyn drill, rap","Hip Hop","LOVE",2021-05-14,02:40,58,55,66,0,56,30,10,-9,G Minor,4,2021-05-18,5TnQ453LtEy08EwrIUtB1e,"UME - Global Clearing House",6A,,https://i.scdn.co/image/ab67616d00004851882f387dc8d6e05e8b5b55c9
72,"Dynamite","BTS",4,114,"k-pop, k-pop boy group, pop","Pop","BE",2020-11-20,03:19,75,77,1,0,74,10,0,-4,F#/G♭ Minor,4,2021-05-18,4saklk6nie3yiGePpBwUoc,"BIGHIT MUSIC / HYBE",11A,,https://i.scdn.co/image/ab67616d000048513deb4b0115410a85afe31c29
73,"Head & Heart (feat. MNEK)","Joel Corry,MNEK",80,123,"dance pop, pop dance, uk dance, house, uk contemporary r&b, uk pop","Pop, Electronic, R&B","Head & Heart (feat. MNEK)",2020-07-03,02:46,73,87,17,0,91,0,0,-3,G#/A♭ Major,4,2021-05-18,6cx06DFPPHchuUAcTxznu9,"Atlantic Records UK",4B,https://p.scdn.co/mp3-preview/3938e09213235a9c38dc190ec5e72024c5edf746?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485191e93c59bacfe819db9601eb
