#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
63,"All Along the Watchtower","Jimi Hendrix",78,113,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock","Rock, Metal","Electric Ladyland",1968-10-25,04:00,44,81,0,0,56,0,0,-6,G#/A♭ Major,4,2024-01-18,2aoo2jlRnM3A0NyLQqMN2f,"Legacy Recordings",4B,https://p.scdn.co/mp3-preview/4f5eb4f96894dcab22691ebc7605cdbc4a7e70aa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851522088789d49e216d9818292
64,"Roxanne","The Police",83,134,"album rock, classic rock, permanent wave, rock","Rock","Outlandos D'Amour (Remastered 2003)",1978-11-02,03:11,62,75,4,0,66,30,0,-9,C Major,4,2024-01-18,3EYOJ48Et32uATr9ZmLnAo,"Polydor Records",8B,,https://i.scdn.co/image/ab67616d000048512043dd3544a339547d04b436
65,"Message In A Bottle","The Police",80,151,"album rock, classic rock, permanent wave, rock","Rock","Reggatta De Blanc (Remastered 2003)",1979-10-02,04:50,58,81,3,0,87,0,20,-7,C♯/D♭ Minor,4,2024-01-18,1oYYd2gnWZYrt89EBXdFiO,"Polydor Records",12A,,https://i.scdn.co/image/ab67616d000048518ec81cc654b45ade8bdf1486
66,"Two Princes","Spin Doctors",72,104,"pop rock, post-grunge","Rock, Metal","Pocket Full Of Kryptonite (Anniversary Edition)",1991-00-00,04:16,54,91,0,0,83,0,0,-11,G Major,4,2024-01-18,0cuq829zRNq4AEdmDJA4aw,"Epic/Legacy",9B,https://p.scdn.co/mp3-preview/4804c82300979e00531d7b0a1c17a66a554d0109?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485190126a3a12ad644fa6d3221c
67,"Lonely Boy","The Black Keys",82,166,"alternative rock, blues rock, garage rock, indie rock, indietronica, modern blues rock, modern rock, punk blues, rock, roots rock","Rock, Pop, Blues","El Camino",2011-12-06,03:13,36,87,0,1,61,0,10,-8,D Major,4,2024-01-18,5G1sTBGbZT5o4PNRc75RKI,"Nonesuch",10B,https://p.scdn.co/mp3-preview/cb384c17027f77dd419356db04186415edea2b90?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a21b97de47168df4f0c1993
68,"Mr. Blue Sky","Electric Light Orchestra",81,178,"album rock, art rock, beatlesque, classic rock, glam rock, mellow gold, rock, soft rock, symphonic rock","Rock, Folk/Acoustic","Out of the Blue",1977-00-00,05:03,39,34,65,0,48,0,20,-10,A#/B♭ Major,4,2024-01-18,2RlgNHKcydI9sayD2Df2xp,"Epic/Legacy",6B,https://p.scdn.co/mp3-preview/2c3de8db9c9e07197796cafd81adc9eae8b3a25a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518c4e95986c803791125e8991
69,"Jerk It Out","Caesars",70,134,"swedish indie rock","Rock","Love For The Streets",2002-00-00,03:15,58,98,2,0,86,0,30,-3,G#/A♭ Minor,4,2024-01-18,5XMjXjwCkJVmk0AHm7z8IV,"Parlophone Sweden",1A,https://p.scdn.co/mp3-preview/dfe2070e7c2cfff0a0eb1eb558aa2346e6913952?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485146ed4ae9343359e5965baf7b
70,"Crazy","Gnarls Barkley",82,112,"atl hip hop, neo soul","Hip Hop, R&B","St. Elsewhere",2006-04-24,02:57,86,59,5,1,64,0,10,-5,G#/A♭ Major,4,2024-01-18,1vxw6aYJls2oq3gW0DujAo,"WM UK",4B,https://p.scdn.co/mp3-preview/9fe25df6fe065ee723ea66a86dac33fbec29004c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ceb0b3423d21e3da43c58b0b
71,"Come Together - Remastered 2009","The Beatles",81,165,"british invasion, classic rock, merseybeat, psychedelic rock, rock","Rock","Abbey Road (Remastered)",1969-09-26,04:19,53,38,3,25,19,0,0,-12,A Minor,4,2024-01-18,2EqlS6tkEnglzr7tkKAAYD,"EMI Catalogue",8A,,https://i.scdn.co/image/ab67616d00004851dc30583ba717007b00cceb25
72,"London Calling - Remastered","The Clash",75,134,"alternative rock, permanent wave, punk, rock","Rock","London Calling (Remastered)",1979-00-00,03:20,65,80,12,0,78,0,0,-7,C Major,4,2024-01-18,5jzma6gCzYtKB1DbEwFZKH,"Sony Music UK",8B,https://p.scdn.co/mp3-preview/e017f75aa679e1989ca496460feb401959638f3d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cd9d8bc9ef04014b6e90e182
