#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
41,"Money In The Grave (Drake ft. Rick Ross)","Drake,Rick Ross",79,101,"canadian hip hop, canadian pop, hip hop, pop rap, rap, dirty south rap, gangster rap, southern hip hop, trap","Hip Hop, Pop","The Best In The World Pack",2019-06-15,03:25,83,50,10,0,10,0,10,-4,A#/B♭ Minor,4,2020-06-22,5ry2OE6R2zPQFDO85XkgRb,"Republic Records",3A,,https://i.scdn.co/image/ab67616d000048513f3b653b0a7b9e889a712c3d
42,"Nights Like This (feat. Ty Dolla $ign)","Kehlani,Ty Dolla $ign",79,146,"pop, r&b, rap, hip hop, pop rap, southern hip hop, trap, trap soul","Hip Hop, Pop, R&B","While We Wait",2019-02-22,03:21,61,73,37,0,29,10,10,-5,G#/A♭ Major,4,2020-06-22,6ZRuF2n1CQxyxxAAWsKJOy,"TSNMI / Atlantic",4B,https://p.scdn.co/mp3-preview/603131313ab97576652b9c0769b2a68296d283ad?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cccb973e9ff7440fbaf8485e
43,"Look Back at It","A Boogie Wit da Hoodie",79,96,"melodic rap, rap, trap","Hip Hop","Hoodie SZN",2018-12-21,02:59,79,59,41,0,54,0,10,-5,D#/E♭ Minor,4,2020-06-22,3Ol2xnObFdKV9pmRD2t9x8,"Highbridge the Label / Atlantic Records",2A,https://p.scdn.co/mp3-preview/f2e60f4404785f1bdc8722f5315801dfb7aef2c6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a5c7151899ae5da4f4382d54
44,"break up with your girlfriend, i'm bored","Ariana Grande",79,170,"pop","Pop","thank u, next",2019-02-08,03:10,73,55,4,0,34,0,10,-5,F Minor,4,2020-06-22,4kV4N9D1iKVxx1KLvtTpjS,"Republic Records",4A,,https://i.scdn.co/image/ab67616d0000485156ac7b86e090f307e218e9c8
45,"Please Me","Cardi B,Bruno Mars",79,134,"pop, rap, dance pop","Pop, Hip Hop","Please Me",2019-02-15,03:20,75,57,6,0,65,0,0,-7,C♯/D♭ Major,4,2020-06-22,0PG9fbaaHFHfre2gUVo7AN,"Atlantic/KSR",3B,https://p.scdn.co/mp3-preview/238d7b3cfe4c5723f5405dd34d737a709db57608?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851288883647008cefba0db5402
46,"MIA","Bad Bunny,Drake",79,97,"reggaeton, trap latino, urbano latino, canadian hip hop, canadian pop, hip hop, pop rap, rap","Hip Hop, Pop, Latin","X 100PRE",2018-12-23,03:30,82,54,1,0,16,0,10,-6,F#/G♭ Minor,4,2020-06-22,3gE4eQH3K83Sght0ZLvuBK,"Rimas Entertainment LLC",11A,https://p.scdn.co/mp3-preview/6ddee1b54c34eb817379f4252e16c2b6c3cb39d6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512fbd77033247e889cb7d2ac4
47,"Boy With Luv (feat. Halsey)","BTS,Halsey",78,120,"k-pop, k-pop boy group, pop, electropop, etherpop, indie poptimism","Pop","MAP OF THE SOUL : PERSONA",2019-04-12,03:49,65,86,9,0,80,0,10,-5,B Minor,4,2020-06-22,4a9tbd947vo9K8Vti9JwcI,"BIGHIT MUSIC",10A,https://p.scdn.co/mp3-preview/c5e4b03bcf18d2b137370569baeb74a9dfce7e63?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485118d0ed4f969b376893f9a38f
48,"Dance Monkey","Tones And I",78,98,"australian pop","Pop","Dance Monkey (Stripped Back) / Dance Monkey",2019-10-17,03:29,82,59,69,0,51,0,10,-6,F#/G♭ Minor,4,2020-06-22,2XU0oxnq2qxCpomAAuJY8K,"Elektra (NEK)",11A,https://p.scdn.co/mp3-preview/d03d7e46e89547f5a1994483f27e221c8de1f5c5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c6f7af36ecdc3ed6e0a1f169
49,"Don't Start Now","Dua Lipa",78,124,"dance pop, pop, uk pop","Pop","Don't Start Now",2019-10-31,03:03,79,79,1,0,68,0,10,-5,B Minor,4,2020-06-22,6WrI0LAC5M1Rw2MnX2ZvEg,"Warner Records",10A,https://p.scdn.co/mp3-preview/87258da8a9eb8d0a0d53071e06612955e6d3b28f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c35ea649223a519a9ad51ccf
50,"Old Town Road","Lil Nas X",77,136,"lgbtq+ hip hop","Hip Hop","7 EP",2019-06-21,01:53,91,53,6,0,51,10,10,-6,C♯/D♭ Major,4,2020-06-22,0F7FA14euOIX8KcbEturGH,"Columbia",3B,https://p.scdn.co/mp3-preview/c9de05440773961287640cae5ee1fc128d74c11f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c0e7bf5cdd630f314f20586a
51,"Higher Love","Kygo,Whitney Houston",77,104,"edm, pop, pop dance, tropical house, dance pop","Pop, Electronic","Higher Love",2019-06-28,03:48,69,68,2,0,40,0,10,-7,G#/A♭ Major,4,2020-06-22,6oJ6le65B3SEqPwMRNXWjY,"Kygo/RCA Records",4B,https://p.scdn.co/mp3-preview/6737d20b6eba8e6bc5b9270d884b04022f38d713?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517c8977a0ad3a3a0627be9ed7
52,"10,000 Hours (with Justin Bieber)","Dan + Shay,Justin Bieber",77,90,"contemporary country, country, country road, canadian pop, pop","Pop, Country","10,000 Hours (with Justin Bieber)",2019-10-04,02:47,65,63,15,0,43,0,10,-5,A#/B♭ Major,4,2020-06-22,2wrJq5XKLnmhRXHIAf9xBa,"Warner Music Nashville",6B,https://p.scdn.co/mp3-preview/d36cde63177e7e6d460340bd5763780323b6374e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485186953b1cbaa29e477db0b479
53,"Adan y Eva","Paulo Londra",77,172,"argentine hip hop, trap argentino, trap latino, urbano latino","Hip Hop, Latin","Homerun",2019-05-23,04:16,77,71,32,0,72,30,0,-4,C♯/D♭ Major,4,2020-06-22,132ALUzVLmqYB4UsBj5qD6,"WEA Latina",3B,https://p.scdn.co/mp3-preview/a3519c91c3ef3f5fe4efd8816b55a296df08df6c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cf7e54f668d6a31dd6566f24
54,"Don't Call Me Up","Mabel",77,99,"pop, uk pop","Pop","Ivy To Roses (Mixtape)",2019-01-18,02:58,67,88,30,0,23,10,0,-3,A Major,4,2020-06-22,5WHTFyqSii0lmT9R21abT8,"Polydor Records",11B,,https://i.scdn.co/image/ab67616d00004851fb4278cf3d557dc89ca80ad5
55,"i'm so tired...","Lauv,Troye Sivan",77,101,"pop, australian pop, viral pop","Pop","~how i'm feeling~",2020-03-06,02:42,55,74,17,0,50,20,20,-8,B Major,4,2020-06-22,7LpMG3AEaIJgs62HQhAa91,"Lauv",1B,https://p.scdn.co/mp3-preview/880758abde8dfeb1ba2601ac2bcee3726eb97ecd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512c0e1e9e1fd1e7b132da1606
56,"China","Anuel AA,Daddy Yankee,KAROL G,J Balvin,Ozuna",77,105,"reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino, latin hip hop, reggaeton colombiano, puerto rican pop","Hip Hop, Pop, Latin","China",2019-07-19,05:01,79,81,8,0,61,0,0,-4,G Major,4,2020-06-22,2ksOAxtIxY8yElEWw8RhgK,"2019 Real Hasta La Muerte, LLC.",9B,https://p.scdn.co/mp3-preview/a1d1a41e97fbfa5ca69605d4bd8260ab493aee7d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515fa6dc9fc261344044c301a9
57,"Callaita","Bad Bunny,Tainy",76,176,"reggaeton, trap latino, urbano latino, pop reggaeton","Latin","Callaita",2019-05-31,04:10,61,62,60,0,24,30,20,-5,D Major,4,2020-06-22,2TH65lNHgvLxCKXM3apjxI,"Rimas Entertainment LLC",10B,https://p.scdn.co/mp3-preview/b11575ba6e4fce400d06fd57b3cceb6feb62eb03?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514aef420e62863ebf622c27f5
58,"bury a friend","Billie Eilish",76,120,"art pop, pop","Pop","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,03:13,91,39,74,16,20,30,10,-15,G#/A♭ Major,4,2020-06-22,4SSnFejRGlZikf02HLewEF,"Darkroom/Interscope Records",4B,,https://i.scdn.co/image/ab67616d0000485150a3147b4edd7701a876c6ce
59,"Pure Water (with Migos)","Mustard,Migos",76,202,"cali rap, pop rap, rap, southern hip hop, trap, atl hip hop, hip hop","Hip Hop","Perfect Ten",2019-06-28,03:12,68,56,17,0,14,10,30,-6,C Major,4,2020-06-22,3j84U36KvLeXNDPv4t5pI8,"10 Summers Records/Interscope Records",8B,,https://i.scdn.co/image/ab67616d0000485193b1e96fad758869d0974162
60,"3 Nights","Dominic Fike",76,152,"alternative pop rock, pov: indie","Rock, Pop","Don't Forget About Me, Demos",2018-10-16,02:57,82,52,22,0,88,0,10,-7,G Minor,4,2020-06-22,1tNJrcVe6gwLEiZCtprs1u,"Columbia",6A,https://p.scdn.co/mp3-preview/8325ba1536d8717e84cc033a80928331c2a8551a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514a42166d927b3acce345c5c0
61,"Here With Me","Marshmello,CHVRCHES",76,100,"brostep, edm, pop, progressive electro house, indietronica, metropopolis, neo-synthpop, shimmer pop","Electronic, Pop","Here With Me",2019-03-08,02:36,79,56,6,0,18,0,10,-4,F Minor,4,2020-06-22,5icOoE6VgqFKohjWWNp0Ac,"Marshmello/Republic",4A,,https://i.scdn.co/image/ab67616d000048512cbb5f97a0853d1c7cbbe231
62,"Beautiful People (feat. Khalid)","Ed Sheeran,Khalid",76,93,"pop, singer-songwriter pop, uk pop, pop r&b","Pop, R&B","No.6 Collaborations Project",2019-07-12,03:17,64,65,12,0,55,10,0,-8,F Minor,4,2020-06-22,70eFcWOvlMObDhURTqT4Fv,"Atlantic Records UK",4A,https://p.scdn.co/mp3-preview/2b06c65cce16bd4ef3280275951b612cbc423411?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485173304ce0653c7758dd94b259
63,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson,Miley Cyrus",76,114,"pop soul, pop","Pop, R&B","Nothing Breaks Like a Heart (feat. Miley Cyrus)",2018-11-30,03:37,60,79,1,0,24,0,30,-6,G Minor,4,2020-06-22,27rdGxbavYJeBphck5MZAF,"Columbia",6A,https://p.scdn.co/mp3-preview/065264ead2d0f08cfc27698c7d960be651cc70fc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ad79d30f49891b2a2f7757f8
64,"SOS (feat. Aloe Blacc)","Avicii,Aloe Blacc",75,100,"dance pop, edm, pop, pop dance, pop soul, r&b","Pop, Electronic, R&B","TIM",2019-06-06,02:37,80,65,27,0,38,0,10,-6,F Minor,4,2020-06-22,2x0RZdkZcD8QRI53XT4GI5,"Universal Music AB",4A,,https://i.scdn.co/image/ab67616d00004851660ee24281a547103f466ff5
